indicator,road,model_type,MAPE_test_%,SMAPE_test_%,AIC,resid_std
loss_total,Сев,AAA,1185.7049425321607,54.45227096609673,1184.3978192654674,757.5761900349381
loss_total,С-Кав,AAA,9369554956771.201,77.59833560687426,1213.3041738299921,1326.9722966147385
loss_total,Ю-Вост,AAA,2091120530604.7314,60.708781707493095,1063.3667931764683,488.80519728148784
loss_total,Прив,AAA,99.47583058374519,38.695801894860324,1288.686449112928,1507.6143348103665
loss_total,Кбш,AAA,10690010201010.215,48.93782635075905,1191.0870772732694,836.4601826009675
loss_total,Сверд,AAA,6302345592834.277,73.0606157781268,1221.2192624231543,1392.7461028726516
loss_total,Ю-Ур,AAA,38.047223105814794,50.444602671502935,1172.3246717475722,1505.3437057558651
loss_total,З-Сиб,AAA,7900448518857.846,45.81776440446699,1124.7381628958035,843.0718110649848
loss_total,Крас,AAA,27514074410851.703,84.69233908500239,1097.996244260893,726.5408587992989
loss_total,В-Сиб,AAA,8030028026843.18,55.27283124330482,1213.2970296436047,893.8163084672173
loss_total,Заб,AAA,7033347673181.381,69.1686471362967,1304.558627930677,2071.5323422780457
loss_total,Двост,AAA,205.93161298127245,74.13812386642165,1324.0287622889002,2796.9520916647575
specific,Окт,AAA,875.2475615855831,50.164461730614754,769.8428165466134,68.67020012766051
specific,Клнг,AAA,455168098623.5728,73.5849224458883,776.6559962540952,65.03468653739144
specific,Моск,AAA,44.26487730026289,53.27769288350839,821.6392497196691,135.68313403583613
specific,Горьк,AAA,133.63879580348384,59.00218833159025,753.6086159942336,123.3752067670701
specific,Сев,AAA,1540.055132443364,54.635622756807614,837.7437282626028,104.07796031729569
specific,С-Кав,AAA,2434986678206.7993,75.27252538289588,921.6863645523435,207.6397857715042
specific,Ю-Вост,AAA,290315950047.8066,59.54697855934595,785.7635730814272,103.37845784965087
specific,Прив,AAA,80.33093700265125,42.60435143575076,758.1712779680977,69.42636663357497
specific,Кбш,AAA,1469921795091.7366,52.714118039094416,826.9332895736565,108.42653147239945
specific,Сверд,AAA,763420188353.0967,84.32469943126408,847.1194942842044,158.05701432502335
specific,Ю-Ур,AAA,38.576425967723,50.80431266069861,828.3387439726338,213.03379907816188
specific,З-Сиб,AAA,1520800759764.3455,47.13817415613015,804.384179174566,125.32564154128428
specific,Крас,AAA,4225276325702.519,81.132654505131,798.8281955798954,120.64256747752118
specific,В-Сиб,AAA,1187917023344.497,51.12478147225136,834.3710635947178,111.68587228009537
specific,Заб,AAA,1550069822920.6404,60.118945296523165,941.3920400021273,194.53936344978314
specific,Двост,AAA,157.47093125968777,68.34711891678852,943.2580898943418,266.84405302047134
train_km,Окт,AAA,12.450656302946745,11.498843893471252,2526.344274819008,1119601.8148032634
train_km,Клнг,AAA,10.540283572292942,9.840718541014454,2285.735550620383,425816.07774366933
train_km,Моск,AAA,12.86208323910126,14.436927686233798,2484.861464834573,5907956.285053301
train_km,Горьк,AAA,11.507391565497265,13.889636600636093,2287.04964441181,2980527.600276775
train_km,Сев,AAA,11.455136003071969,10.433390917271224,2428.7345165226643,692736.4079594382
train_km,С-Кав,AAA,12.74725501758279,12.651874333376592,2396.3284809408624,1031861.8373628891
train_km,Ю-Вост,AAA,5.734027522105178,5.420768257797351,2357.5941639557436,390393.2091183691
train_km,Прив,AAA,11.39668077381316,12.743114746528331,2568.7495051255505,9085703.643900763
train_km,Кбш,AAA,8.570310040576,9.491960546074866,2426.6824404543363,2152105.2123598913
train_km,Сверд,AAA,13.266441522292382,13.486827100942008,2416.855166666622,2704021.168526757
train_km,Ю-Ур,AAA,8.594281813216858,8.028940527241993,2445.857651975571,722920.5038169271
train_km,З-Сиб,AAA,8.142271272631826,7.5290410950027296,2398.43614784889,782030.0820117376
train_km,Крас,AAA,8.45797375052431,7.999912163822083,2367.5818703024147,531166.0739201205
train_km,В-Сиб,AAA,9.663134535018227,9.270159757600656,2422.2431407270096,1093022.6482399127
train_km,Заб,AAA,9.477609834470725,9.330356283460857,2447.772439581317,1077808.8066998275
train_km,Двост,AAA,13.487233294449513,13.75112047895769,2395.297186766661,1403339.806068391
loss_12,Окт,AAA,295.993273922452,65.25847931085987,1098.0595610992305,693.1825039085351
loss_12,Клнг,AAA,1873942602766.7515,86.47618749955414,801.5115812290933,74.1513496650195
loss_12,Моск,AAA,44.21307107196151,48.88315925277429,1134.5131427972894,1190.1636821406892
loss_12,Горьк,AAA,12049230340901.588,69.09345694551004,1006.4933721812562,470.70729638838003
loss_12,Сев,AAA,4220.860039620494,68.83915172775122,1049.3633581771658,310.5620625343403
loss_12,С-Кав,AAA,17039018330474.426,92.27916585336074,1091.8814581391366,667.258045026205
loss_12,Ю-Вост,AAA,1198810547393.48,50.949840775843484,960.0522357793175,201.7208793829682
loss_12,Прив,AAA,7897949031816.637,47.730477622407136,1187.817849267225,540.0834272160436
loss_12,Кбш,AAA,1113445232151.3867,61.40878900809135,1075.240603303386,602.9653496398766
loss_12,Сверд,AAA,13941888779858.5,103.2028131962996,1138.0360712050617,569.55538440459
loss_12,Ю-Ур,AAA,3419906593666.1426,86.64703245199834,1034.28889061561,1330.6019306696471
loss_12,З-Сиб,AAA,5685596059974.241,95.79169995273334,1054.815726511919,412.9558577271052
loss_12,Крас,AAA,19304665063699.77,105.80994809934494,1044.34523969685,480.08256729482474
loss_12,В-Сиб,AAA,8327849533398.112,79.06266626595043,1091.0453069319888,652.9327111704225
loss_12,Заб,AAA,20398723369217.332,134.57828804322762,1221.4928706937649,1449.5569394556474
loss_12,Двост,AAA,24753767708154.0,106.26914776506891,1234.885880658081,1622.9635434376435
loss_3,Окт,AAA,5127628340020.282,116.28893413165693,881.4702693668884,197.81688019368553
loss_3,Клнг,AAA,1575631351781.5847,109.19381915162982,632.6234164850518,78.93694837232263
loss_3,Моск,AAA,12438279423013.793,140.89336922138526,916.6484164098129,207.28524847028183
loss_3,Горьк,AAA,2227683581621.622,78.44937512138334,831.0845256561215,106.03082426012132
loss_3,Сев,AAA,1569514704360.3223,60.617367618401964,914.7786640909949,199.0186541249721
loss_3,С-Кав,AAA,12219532852136.883,162.38250186001298,924.393458496914,361.6674316861501
loss_3,Ю-Вост,AAA,1010302199086.0981,94.30231651264491,787.9179501289478,78.99345667782
loss_3,Прив,AAA,6145827231278.262,99.53526527411411,965.3464297022117,289.48771167537393
loss_3,Кбш,AAA,2178506888544.8271,97.44836308074571,939.478365689556,161.08430646539642
loss_3,Сверд,AAA,4199620923860.2866,116.44716931183284,936.5090462517624,231.95480533720973
loss_3,Ю-Ур,AAA,1602937264192.7607,99.69821149739921,867.7530959026927,156.17781047329296
loss_3,З-Сиб,AAA,658557242786.6603,114.66728570352562,848.961582108173,132.08035768072745
loss_3,Крас,AAA,3594037992180.889,131.77742388151594,794.8052861151725,104.37314402471807
loss_3,В-Сиб,AAA,5343199577829.236,109.45059555205961,915.0459026390967,127.78949520793353
loss_3,Заб,AAA,10376064672258.254,132.2942452706171,998.6773780715462,341.170061715871
loss_3,Двост,AAA,10496915054384.568,115.9529699685236,958.7261362158657,344.55698028734844
loss_tech,Окт,AAA,6971103560242.147,99.07404297572695,1177.2551943895612,704.181585374655
loss_tech,Клнг,AAA,952222395482.6044,111.71944210788236,887.6860504831001,199.36179759976923
loss_tech,Моск,AAA,17555077167035.857,134.4272003139671,1179.0438123999866,1921.3655866238864
loss_tech,Горьк,AAA,1319556369292.61,87.88323159801189,1053.0972966977301,699.3896976594558
loss_tech,Сев,AAA,10961347954608.7,105.23237163045363,1132.5832461123828,758.0507493989745
loss_tech,С-Кав,AAA,3432242054537.742,76.51408430723072,1167.933051286748,417.7049354080694
loss_tech,Ю-Вост,AAA,2890002782832.7627,108.30713953542312,1009.0195675071548,386.0195822388586
loss_tech,Прив,AAA,23546899608603.562,96.5387121074731,1226.174627987435,1505.5967003729734
loss_tech,Кбш,AAA,25363264587738.51,78.10516498490384,1147.435979554958,687.8685586772071
loss_tech,Сверд,AAA,16080748475689.268,95.5188102790102,1169.1560995462883,1345.0237591023294
loss_tech,Ю-Ур,AAA,2538696214290.0845,87.99106159552919,1106.3586015172905,608.6169956057116
loss_tech,З-Сиб,AAA,5747818343514.826,74.78410944504014,1112.4851404419,730.1974612487821
loss_tech,Крас,AAA,11565107991348.219,83.0832729958801,1054.8697355003756,413.1866084066003
loss_tech,В-Сиб,AAA,13649614220894.861,84.3878824955268,1129.5795975056394,671.385602936171
loss_tech,Заб,AAA,53244315625949.25,102.24533041236583,1252.3343118116625,2453.9915738269797
loss_tech,Двост,AAA,20170116381812.01,77.42439872602182,1234.8032434973045,1027.6647322046956
loss_total,Окт,AAA,179.48018599237443,55.12945651737208,1212.9700563253953,946.1817349990305
loss_total,Клнг,AAA,1123651827468.775,73.87269857666779,921.4766757709804,196.80292310025544
loss_total,Моск,AAA,49.535641930457295,43.24256387325055,1216.8803689019578,1743.531123616759
loss_total,Горьк,AAA,131.8523292416283,55.96329344871208,1090.7667772003983,940.2578431839836
loss_total,Сев,AAA,6681.499843094916,60.741161542480704,1162.2149042715391,812.871336786227
loss_total,С-Кав,AAA,7462601954510.077,70.40963203694214,1196.0221999081205,1004.9338710681785
loss_total,Ю-Вост,AAA,1594256478813.3489,54.538225138771836,1049.9800988901475,528.989894755153
loss_total,Прив,AAA,115.86034767011955,41.34688154026856,1266.792873410546,1456.1256384344306
loss_total,Кбш,AAA,6984517782429.115,43.63790659696537,1176.7597246622367,903.0037155054455
loss_total,Сверд,AAA,11934242642028.906,68.46330576474818,1207.7219058318694,1283.4941376003287
loss_total,Ю-Ур,AAA,36.17224592622164,45.036095079427405,1157.5433315531436,1594.4362326530165
loss_total,З-Сиб,AAA,8393484626743.457,46.08246079805561,1113.1659744775257,828.2130572318529
loss_total,Крас,AAA,22344317448503.91,80.880850958119,1082.7785685616773,691.6404578349207
loss_total,В-Сиб,AAA,8035576264108.653,52.178405605130926,1197.065451902201,970.3172195913669
loss_total,Заб,AAA,9668487849740.754,72.92966078207995,1289.2637932727744,2315.285074417495
loss_total,Двост,AAA,195.43802050486664,69.03852842748826,1309.2724713794346,2268.7953074998436
specific,Окт,AAA,757.7913312894917,50.71820474119815,763.5539215295865,69.02752024465966
specific,Клнг,AAA,367965197111.89276,70.97642888651342,769.3428141780487,64.65150838855106
specific,Моск,AAA,50.52608594628697,43.7859811743104,810.4598267869322,134.2012317059277
specific,Горьк,AAA,138.95827159452824,58.62326823752646,749.1217139654074,124.39434213110928
specific,Сев,AAA,6223.121145408539,62.6986208885952,828.9157768166333,111.93400796956143
specific,С-Кав,AAA,2023841136238.0718,72.3968463275229,910.8420568669061,184.0217507790636
specific,Ю-Вост,AAA,529359246385.08575,52.95873361323537,775.6892284160934,102.78933476212534
specific,Прив,AAA,109.24073739906395,44.68090880319828,746.4440538499017,70.68862409388863
specific,Кбш,AAA,1064093698261.1714,44.985768583980004,817.0534521461399,109.2952244296901
specific,Сверд,AAA,1833393244139.083,72.59137986024766,838.4623566481177,158.3344862274413
specific,Ю-Ур,AAA,36.71834290284088,44.70842318291679,818.5775053844333,209.71940425462606
specific,З-Сиб,AAA,1552255021503.4617,47.84865866246753,797.1123232610548,125.29486097999988
specific,Крас,AAA,4154493221046.9946,80.35478604864007,789.6904255201068,120.81479855098249
specific,В-Сиб,AAA,1129237212999.9114,51.21109818321427,829.8194513752558,111.72601950323704
specific,Заб,AAA,2101986950590.7144,62.67423536726184,928.4590259496106,226.8618745367996
specific,Двост,AAA,190.5316180613495,69.05412543307087,931.9453823268633,256.94421928107886
